USER_ID,ITEM_ID,TIMESTAMP,EVENT_TYPE
4,914,945079670,watch
4,919,945079521,watch
4,920,945173602,watch
4,930,964538571,watch
4,1025,945079232,watch
4,1046,945173654,watch
4,1073,945079483,watch
4,1077,945173692,watch
4,1080,986934696,watch
4,1084,945079259,watch
4,1086,964539723,watch
4,1103,964539723,watch
4,1136,986934625,watch
4,1179,964539180,watch
4,1188,964538500,watch
4,1196,964538763,watch
4,1197,964538763,watch
4,1203,945174025,watch
4,1213,945079729,watch
4,1219,964539961,watch
4,1225,964539326,watch
4,1250,945174008,watch
4,1259,964538728,watch
4,1265,964622684,watch
4,1266,986849037,watch
4,1282,945079653,watch
4,1283,945078690,watch
4,1288,945079653,watch
4,1291,964538763,watch
4,1449,945079767,watch
4,1466,945173492,watch
4,1500,964622830,watch
4,1517,945079790,watch
4,1641,964622758,watch
4,1719,945079956,watch
4,1732,945079889,watch
4,1733,945079143,watch
4,1834,945174134,watch
4,1883,964622642,watch
4,1895,945629179,watch
4,1914,964622714,watch
4,1947,945079653,watch
4,1967,945078967,watch
4,1968,986934786,watch
4,2076,945079052,watch
4,2078,945079521,watch
4,2109,986935016,watch
4,2150,986934738,watch
4,2174,964539855,watch
4,2186,945174008,watch
4,2203,945079729,watch
4,2204,964540008,watch
4,2351,945078467,watch
4,2359,964622590,watch
4,2390,945079164,watch
4,2406,986935302,watch
4,2467,945079858,watch
4,2583,945078863,watch
4,2599,964622684,watch
4,2683,945079790,watch
4,2692,945079013,watch
4,2762,964539986,watch
4,2791,964539628,watch
4,2843,945078814,watch
4,2858,964539140,watch
4,2874,986935016,watch
4,2921,945078708,watch
4,2926,986934870,watch
4,2997,986848610,watch
4,3033,986936200,watch
4,3044,945079920,watch
4,3060,986934884,watch
4,3083,964622487,watch
4,3160,964539121,watch
4,3176,964539771,watch
4,3204,964539828,watch
4,3255,964623306,watch
4,3317,986934498,watch
4,3365,964538329,watch
4,3386,964539395,watch
4,3408,986849238,watch
4,3508,964538351,watch
4,3851,986849180,watch
4,3897,986934465,watch
4,3967,986849164,watch
4,3996,986849130,watch
4,4021,986849180,watch
4,4033,986849149,watch
4,4034,986848753,watch
4,4121,986934901,watch
4,4239,986848685,watch
4,4246,1007574542,watch
4,4273,1007574470,watch
4,4347,1007569586,watch
4,4765,1007569445,watch
4,4896,1007574532,watch
4,4902,1007569465,watch
4,4967,1007569424,watch
5,1,847434962,watch
5,21,847435238,watch
5,34,847434881,watch
5,36,847435292,watch
5,50,847434881,watch
5,58,847435238,watch
5,110,847434880,watch
5,232,847435292,watch
5,247,847435337,watch
5,261,847435238,watch
5,290,847435311,watch
5,296,847434748,watch
5,367,847435129,watch
5,457,847434801,watch
5,474,847435337,watch
5,475,847435311,watch
5,527,847434960,watch
5,531,847435258,watch
5,588,847434801,watch
5,590,847434747,watch
5,594,847435238,watch
5,595,847434832,watch
5,596,847435292,watch
6,2,845553522,watch
6,3,845554296,watch
6,5,845553938,watch
6,6,845553757,watch
6,7,845554264,watch
6,11,845553489,watch
6,15,845554505,watch
6,16,845553819,watch
6,17,845553559,watch
6,22,845553875,watch
6,24,845554397,watch
6,26,845555362,watch
6,32,845553426,watch
6,34,845553354,watch
6,36,845553726,watch
6,41,845554962,watch
6,43,845555607,watch
6,46,845554551,watch
6,47,845553317,watch
6,54,845555402,watch
6,60,845554263,watch
6,61,845555454,watch
6,62,845553660,watch
6,76,845555317,watch
6,86,845556131,watch
6,89,845555124,watch
6,92,845555454,watch
6,93,845554584,watch
6,95,845553559,watch
6,104,845554349,watch
6,110,845553283,watch
6,112,845553994,watch
6,141,845553586,watch
6,145,845553966,watch
6,146,845555607,watch
6,150,845553110,watch
6,151,845553586,watch
6,158,845553660,watch
6,160,845553457,watch
6,168,845553695,watch
6,195,845554455,watch
6,207,845554024,watch
6,210,845556310,watch
6,212,845556181,watch
6,216,845554099,watch
6,222,845554024,watch
6,225,845553381,watch
6,230,845553966,watch
6,236,845553559,watch
6,237,845553875,watch
6,248,845554263,watch
6,250,845555588,watch
6,252,845553619,watch
6,257,845554176,watch
6,261,845553695,watch
6,262,845554551,watch
6,271,845555249,watch
6,274,845555151,watch
6,276,845553907,watch
6,277,845553844,watch
6,281,845554320,watch
6,292,845553253,watch
6,304,845555546,watch
6,314,845554603,watch
6,315,845553522,watch
6,316,845553174,watch
6,317,845553457,watch
6,318,845553200,watch
6,329,845553200,watch
6,333,845553757,watch
6,337,845553586,watch
6,339,845553253,watch
6,340,845555265,watch
6,349,845553146,watch
6,350,845553489,watch
6,351,845554455,watch
6,353,845553726,watch
6,354,845555402,watch
6,355,845553819,watch
6,356,845553200,watch
6,361,845554376,watch
6,364,845553317,watch
6,367,845553317,watch
6,368,845553726,watch
6,370,845553794,watch
6,377,845553317,watch
6,380,845553110,watch
6,415,845554420,watch
6,432,845553489,watch
6,434,845553200,watch
6,440,845553457,watch
6,450,845555024,watch
6,454,845553283,watch
6,457,845553174,watch
6,468,845553907,watch
6,469,845555477,watch
6,474,845553522,watch
6,475,845554099,watch
6,477,845554141,watch
6,480,845553200,watch
6,491,845554141,watch
6,500,845553354,watch
6,508,845553586,watch
6,515,845553794,watch
6,516,845554908,watch
6,542,845554524,watch
6,553,845553559,watch
6,569,845555342,watch
6,587,845553381,watch
6,588,845553146,watch
6,590,845553109,watch
6,593,845553174,watch
6,594,845553819,watch
6,595,845553174,watch
6,597,845553354,watch
6,609,845555342,watch
6,616,845554062,watch
6,631,845555265,watch
6,637,845555046,watch
6,647,845555151,watch
6,700,845556147,watch
6,708,845554376,watch
6,709,845555249,watch
6,711,845555317,watch
6,736,845553619,watch
6,780,845556915,watch
6,783,845554584,watch
6,802,845554584,watch
6,830,845556222,watch
6,835,845556194,watch
6,838,845555514,watch
6,848,845556340,watch
6,852,845555694,watch
6,986,845556475,watch
6,991,845556808,watch
6,996,845556323,watch
6,1004,845556506,watch
6,1006,845556694,watch
6,1049,845556694,watch
6,1061,845556860,watch
6,1064,845556579,watch
6,1082,845556278,watch
7,1,1106635946,watch
7,50,1106635993,watch
7,150,1106635925,watch
7,165,1106635987,watch
7,260,1106635933,watch
7,356,1106635915,watch
7,466,1106635532,watch
7,480,1106635917,watch
7,593,1106635912,watch
7,595,1106712636,watch
7,648,1106635981,watch
7,750,1106636810,watch
7,780,1106635943,watch
7,924,1106712615,watch
7,1101,1106635502,watch
7,1196,1106635996,watch
7,1208,1106635462,watch
7,1210,1106635965,watch
7,1219,1106635496,watch
7,1220,1106635464,watch
7,1240,1106712575,watch
7,1270,1106635681,watch
7,1517,1106635489,watch
7,1584,1106635423,watch
7,1610,1106635429,watch
7,1917,1106635484,watch
7,1954,1106635657,watch
7,2019,1106713565,watch
7,2353,1106635625,watch
7,2529,1106635640,watch
7,2671,1113542732,watch
7,2717,1106713081,watch
7,2762,1106635648,watch
7,2858,1106712546,watch
7,3114,1106635500,watch
7,3408,1106712549,watch
7,3793,1106635630,watch
7,3869,1106635733,watch
7,3916,1106636596,watch
7,4018,1106712913,watch
7,4306,1106635524,watch
7,4370,1106712869,watch
7,4886,1106636531,watch
7,4896,1106636718,watch
7,4963,1106636702,watch
7,4993,1106636589,watch
7,4995,1106636610,watch
7,5218,1106712866,watch
7,5349,1106636606,watch
7,5445,1106636707,watch
7,5618,1106713586,watch
7,5816,1106635705,watch
7,5952,1106636527,watch
7,5989,1106636600,watch
7,5991,1106712818,watch
7,6333,1106636516,watch
7,6365,1106712831,watch
7,6539,1106636584,watch
7,6863,1106712827,watch
7,7143,1106636579,watch
7,7153,1106636520,watch
7,7445,1107473963,watch
7,8207,1106713442,watch
7,8360,1106636782,watch
7,8528,1106636844,watch
7,8636,1106636511,watch
7,8665,1108602755,watch
7,8798,1106636602,watch
7,8870,1118025961,watch
7,8908,1122333561,watch
7,8949,1110757890,watch
7,8957,1106636098,watch
7,8958,1110173697,watch
7,8961,1106636064,watch
7,8984,1106636101,watch
7,30812,1113353083,watch
7,31878,1118025982,watch
7,32587,1128486479,watch
7,33162,1116550784,watch
7,34319,1122333538,watch
7,37741,1162163504,watch
7,38388,1149548381,watch
7,42002,1144806100,watch
7,45499,1157949636,watch
7,45517,1157066190,watch
7,48783,1162163488,watch
7,49272,1165876367,watch
7,49278,1174263775,watch
8,2,839463806,watch
8,11,839463806,watch
8,21,839463564,watch
8,34,839463546,watch
8,47,839463546,watch
8,50,839463644,watch
8,150,839463422,watch
8,185,839463509,watch
8,186,839463856,watch
8,231,839463470,watch
8,253,839463509,watch
8,296,839463422,watch
8,318,839463489,watch
8,357,839463767,watch
8,364,839463546,watch
8,377,839463644,watch
8,380,839463422,watch
8,454,839463546,watch
8,480,839463527,watch
8,527,839463728,watch
8,590,839463422,watch
8,593,839463470,watch
9,223,1044656650,watch
9,922,1044657026,watch
9,923,1044657026,watch
9,1095,1044657088,watch
9,1198,1044656716,watch
9,1270,1044657088,watch
9,1674,1044656650,watch
9,2012,1044657237,watch
9,2300,1044657072,watch
9,4993,1044657051,watch
9,5218,1044656811,watch
9,5445,1044656792,watch
9,5447,1044656836,watch
9,5451,1044656836,watch
9,5481,1044656836,watch
9,5890,1044656792,watch
9,5893,1044657144,watch
9,5902,1044656934,watch
9,5952,1044656908,watch
9,5956,1044656962,watch
9,5965,1044657185,watch
9,6001,1044657072,watch
10,356,1455301685,watch
10,588,1455306173,watch
10,597,1455357645,watch
10,912,1455302254,watch
10,1784,1455301699,watch
10,1907,1455306183,watch
10,2671,1455357517,watch
10,3578,1455356591,watch
10,4246,1455302676,watch
10,4306,1455356595,watch
10,4447,1455398321,watch
10,4993,1455356385,watch
10,4995,1455301798,watch
10,5377,1455301898,watch
10,5952,1455356588,watch
10,6377,1455306101,watch
10,6535,1455398379,watch
10,6942,1455301621,watch
10,7149,1455399533,watch
10,7153,1455356347,watch
10,7154,1455399087,watch
10,7169,1455303046,watch
10,7293,1455402085,watch
10,7375,1455303057,watch
10,7451,1455399289,watch
10,7458,1455356656,watch
10,8529,1455398107,watch
10,8533,1455301847,watch
10,8636,1455356713,watch
10,8665,1455356327,watch
10,8869,1455303064,watch
10,8969,1455302697,watch
10,30749,1455398096,watch
10,31685,1455357602,watch
10,33794,1455302031,watch
10,40819,1455301745,watch
10,49272,1455302162,watch
10,49286,1455357502,watch
10,51705,1455359663,watch
10,54286,1455356320,watch
10,56367,1455301825,watch
10,58047,1455302791,watch
10,58559,1455302113,watch
10,63113,1455302183,watch
10,63992,1455356863,watch
10,66203,1455357596,watch
10,68954,1455304158,watch
10,69406,1455302747,watch
10,71579,1455301869,watch
10,72330,1455399573,watch
10,72720,1455301822,watch
10,72737,1455398131,watch
10,79091,1455306124,watch
10,80549,1455399347,watch
10,81845,1455302591,watch
10,81847,1455399313,watch
10,82167,1455357720,watch
10,84374,1455357730,watch
10,87222,1455306257,watch
10,88163,1455357504,watch
10,91529,1455302120,watch
10,92259,1455301553,watch
10,94070,1455357387,watch
10,95167,1455398177,watch
10,95449,1455356885,watch
10,95543,1455399376,watch
10,96079,1455302172,watch
10,103335,1455398111,watch
10,103339,1455356177,watch
10,104374,1455357653,watch
10,106489,1455357076,watch
10,106696,1455306204,watch
10,109853,1455357656,watch
10,112006,1455398144,watch
10,113275,1455357698,watch
10,113394,1455398275,watch
10,129428,1455357384,watch
10,136020,1455302192,watch
10,137595,1455356898,watch
10,140110,1455356776,watch
11,6,902154266,watch
11,36,902155135,watch
11,110,902154266,watch
11,150,902154266,watch
11,170,902154621,watch
11,292,902154383,watch
11,318,902155070,watch
11,349,902154342,watch
11,356,901200263,watch
11,380,902154431,watch
11,457,902154316,watch
11,474,902154431,watch
11,480,902154383,watch
11,511,902154514,watch
11,529,902155043,watch
11,589,902154266,watch
11,593,902155102,watch
11,648,902154514,watch
11,733,902154431,watch
11,736,902154542,watch
11,780,902154487,watch
11,1101,901200233,watch
11,1210,902154266,watch
11,1358,902155136,watch
11,1408,902154383,watch
11,1518,902154431,watch
11,1552,902154458,watch
11,1584,902155136,watch
11,1586,902154487,watch
11,1597,902154487,watch
11,1604,902154647,watch
11,1608,902154316,watch
11,1693,902155102,watch
11,1704,902155102,watch
11,1721,902154989,watch
11,1784,902155043,watch
11,1840,901200111,watch
11,1917,901200037,watch
11,1918,901200070,watch
11,1923,904510428,watch
11,2028,902153951,watch
12,39,1247264471,watch
12,168,1247264411,watch
12,222,1247263465,watch
12,256,1247263375,watch
12,261,1247263357,watch
12,357,1247264106,watch
12,543,1247263318,watch
12,830,1247263452,watch
12,838,1247264096,watch
12,920,1247264114,watch
12,1265,1247264118,watch
12,1357,1247263404,watch
12,1721,1247264463,watch
12,1876,1247263334,watch
12,2072,1247263670,watch
12,2100,1247263337,watch
12,2485,1247264406,watch
12,2572,1247263689,watch
12,2581,1247263444,watch
12,2694,1247263398,watch
12,2717,1247263428,watch
12,3668,1247264220,watch
12,3967,1247263471,watch
12,4018,1247264420,watch
12,5620,1247264417,watch
12,6942,1247264138,watch
12,8533,1247264151,watch
12,40629,1247264192,watch
12,63992,1247264457,watch
13,47,987895819,watch
13,1198,987456848,watch
13,1590,987457086,watch
13,1639,987456818,watch
13,1721,987456818,watch
13,2571,987457007,watch
13,3300,987895952,watch
13,3578,987895902,watch
13,3624,987895902,watch
13,3753,987895902,watch
13,3793,987895902,watch
13,3798,987895720,watch
13,3827,987895952,watch
13,3863,987896183,watch
13,3897,987895582,watch
13,3996,987895902,watch
13,4011,987895651,watch
13,4148,987895720,watch
14,25,835441394,watch
14,32,835441168,watch
14,47,835441133,watch
14,95,835441295,watch
14,110,835441107,watch
14,150,835440977,watch
14,266,835441168,watch
14,282,835441239,watch
14,288,835441107,watch
14,337,835441239,watch
14,339,835441066,watch
14,356,835441239,watch
14,376,835441620,watch
14,383,835441729,watch
14,434,835441066,watch
14,477,835441578,watch
14,509,835441347,watch
14,539,835441415,watch
14,553,835441239,watch
14,590,835440977,watch
14,593,835441086,watch
15,47,1510571970,watch
15,260,1510571946,watch
15,296,1510571877,watch
15,318,1510571866,watch
15,356,1510571873,watch
15,527,1510571982,watch
15,589,1510572012,watch
15,780,1510572881,watch
15,858,1510571941,watch
15,1196,1510572645,watch
15,1198,1510571989,watch
15,1200,1510572775,watch
15,1210,1510572653,watch
15,1214,1510572684,watch
15,1240,1510572646,watch
15,1265,1510572001,watch
15,1270,1510571953,watch
15,1653,1510572798,watch
15,2001,1299424826,watch
15,2011,1510572060,watch
15,2012,1510572114,watch
15,2028,1510571984,watch
15,2150,1299425040,watch
15,2329,1510572005,watch
15,2571,1510571744,watch
15,2858,1510571751,watch
15,2916,1510572872,watch
15,3147,1510571797,watch
15,3156,1510573324,watch
15,3499,1510572526,watch
15,3510,1299425097,watch
15,3535,1510572486,watch
15,3555,1299425208,watch
15,3578,1510571768,watch
15,3949,1510572144,watch
15,4018,1299425113,watch
15,4022,1510572048,watch
15,4370,1510573239,watch
15,4720,1510571736,watch
15,4886,1510577956,watch
15,4993,1510571754,watch
15,4995,1510571789,watch
15,5445,1510571793,watch
15,5952,1510571759,watch
15,5989,1510571938,watch
15,6502,1510571682,watch
15,7254,1510572802,watch
15,8644,1510572823,watch
15,33493,1510572900,watch
15,48304,1510572550,watch
15,48780,1510572075,watch
15,56174,1510572810,watch
15,60069,1510577951,watch
15,64614,1510572137,watch
15,68954,1510577953,watch
15,69757,1299425345,watch
15,70286,1510572656,watch
15,71057,1510578034,watch
15,79132,1510571930,watch
15,84152,1510572834,watch
15,84954,1510573398,watch
15,85414,1510572833,watch
15,97938,1510572473,watch
15,101864,1510572902,watch
15,103249,1510573234,watch
15,104841,1510572095,watch
15,105504,1510572616,watch
15,109487,1510571878,watch
15,111759,1510572026,watch
15,112556,1510572466,watch
15,122886,1510572679,watch
15,134130,1510571883,watch
15,134853,1510572481,watch
15,152077,1510572535,watch
15,158872,1510578028,watch
15,160980,1510572512,watch
15,166528,1510572789,watch
15,166635,1510572516,watch
16,47,1377477814,watch
16,50,1377476781,watch
16,111,1377477446,watch
16,293,1377477870,watch
16,318,1377476766,watch
16,319,1377476675,watch
16,356,1377477951,watch
16,527,1377476787,watch
16,541,1377477340,watch
16,608,1377477406,watch
16,678,1377477470,watch
16,745,1377476943,watch
16,750,1377476825,watch
16,849,1377476589,watch
16,904,1377476805,watch
16,912,1377476810,watch
16,913,1377477016,watch
16,923,1377477349,watch
16,1089,1377477608,watch
16,1136,1377476972,watch
16,1147,1377477315,watch
16,1148,1377476909,watch
16,1186,1377476649,watch
16,1193,1377476813,watch
16,1197,1377477008,watch
16,1198,1377476852,watch
16,1199,1377477911,watch
16,1203,1377476856,watch
16,1207,1377476891,watch
16,1208,1377477450,watch
16,1213,1377476956,watch
16,1214,1377477839,watch
16,1222,1377477957,watch
16,1223,1377477855,watch
16,1230,1377477576,watch
16,1247,1377477535,watch
16,1252,1377476948,watch
16,1260,1377476887,watch
16,1261,1377476629,watch
16,1267,1377477387,watch
16,1276,1377477457,watch
16,1299,1377477583,watch
16,1617,1377477542,watch
16,1680,1377476680,watch
16,1704,1377477954,watch
16,2019,1377476792,watch
16,2109,1377476690,watch
16,2329,1377477278,watch
16,2571,1377476921,watch
16,2707,1377476693,watch
16,2723,1377476594,watch
16,2762,1377477612,watch
16,2858,1377476998,watch
16,2959,1377476874,watch
16,3000,1377477521,watch
16,3022,1377477000,watch
16,3108,1377476635,watch
16,3174,1377476640,watch
16,3429,1377477379,watch
16,3683,1377477908,watch
16,3741,1377477903,watch
16,3949,1377477886,watch
16,4002,1377476669,watch
16,4226,1377476925,watch
16,4878,1377477936,watch
16,4973,1377476860,watch
16,4993,1377477289,watch
16,5618,1377476877,watch
16,5782,1377477435,watch
16,5952,1377477424,watch
16,5971,1377477298,watch
16,6350,1377477637,watch
16,7099,1377477464,watch
16,7153,1377477293,watch
16,7361,1377477402,watch
16,27611,1377477684,watch
16,27773,1377477507,watch
16,48394,1377477809,watch
16,58559,1377476817,watch
16,60069,1377477834,watch
16,68954,1377477654,watch
16,78499,1377477830,watch
16,91529,1377477940,watch
17,1,1305696483,watch
17,44,1305696245,watch
17,47,1307262715,watch
17,50,1305697013,watch
17,110,1305696470,watch
17,111,1326943208,watch
17,150,1305696497,watch
17,260,1305696468,watch
17,293,1307262308,watch
17,296,1305696455,watch
17,318,1305696465,watch
17,356,1305696457,watch
17,480,1305696463,watch
17,527,1305696664,watch
17,541,1322628857,watch
17,589,1305696475,watch
17,590,1305696492,watch
17,592,1305696480,watch
17,593,1305696461,watch
17,750,1307262443,watch
17,780,1305696486,watch
17,858,1305696683,watch
17,899,1305696265,watch
17,904,1307262274,watch
17,910,1305696226,watch
17,1032,1305696325,watch
17,1036,1305696741,watch
17,1089,1307262280,watch
17,1090,1322629080,watch
17,1093,1305696318,watch
17,1100,1305696352,watch
17,1193,1305696771,watch
17,1196,1305696635,watch
17,1197,1305696774,watch
17,1198,1305696619,watch
17,1201,1305696878,watch
17,1206,1322628945,watch
17,1209,1307262267,watch
17,1210,1305696490,watch
17,1213,1305696699,watch
17,1221,1305696752,watch
17,1222,1305696870,watch
17,1228,1326943248,watch
17,1234,1305696795,watch
17,1240,1305696931,watch
17,1252,1307262291,watch
17,1258,1322628838,watch
17,1259,1305696786,watch
17,1263,1305696254,watch
17,1270,1305696846,watch
17,1291,1305696691,watch
17,1375,1305696232,watch
17,1405,1305696277,watch
17,1732,1322629209,watch
17,1967,1305696313,watch
17,2005,1305696258,watch
17,2019,1307262285,watch
17,2028,1305696726,watch
17,2194,1305696788,watch
17,2329,1305696670,watch
17,2502,1322629245,watch
17,2571,1305696756,watch
17,2717,1305696306,watch
17,2762,1305696835,watch
17,2858,1322628761,watch
17,2959,1305696867,watch
17,3039,1305696285,watch
17,3147,1322629233,watch
17,3263,1305696358,watch
17,3435,1307262260,watch
17,3508,1305696721,watch
17,3681,1307262300,watch
17,3702,1305696292,watch
17,3949,1322629083,watch
17,4226,1305696762,watch
17,4571,1305696310,watch
17,4993,1305696817,watch
17,5618,1322628751,watch
17,5782,1305696779,watch
17,5952,1305696823,watch
17,5971,1326943200,watch
17,6016,1322628668,watch
17,6350,1322628881,watch
17,6870,1322629189,watch
17,7099,1322628786,watch
17,7153,1305696820,watch
17,7482,1305696864,watch
17,27773,1322628790,watch
17,31658,1322629178,watch
17,33794,1305696851,watch
17,48394,1322629142,watch
17,48516,1305696748,watch
17,58559,1305696675,watch
17,60069,1305696839,watch
17,64839,1322629112,watch
17,68157,1305696894,watch
17,68358,1322629267,watch
17,77455,1307262449,watch
17,78499,1305696624,watch
17,79132,1305696716,watch
17,80463,1305696734,watch
17,81932,1305696681,watch
17,82459,1305696644,watch
18,1,1455209816,watch
18,6,1460138360,watch
18,16,1461311583,watch
18,32,1455209840,watch
18,36,1455617478,watch
18,47,1455050013,watch
18,50,1455049343,watch
18,70,1455735732,watch
18,110,1455050170,watch
18,111,1458516249,watch
18,145,1456864434,watch
18,163,1455748933,watch
18,165,1455209902,watch
18,180,1455617692,watch
18,223,1455617470,watch
18,235,1455529905,watch
18,260,1455049368,watch
18,288,1455617466,watch
18,293,1455050049,watch
18,296,1455050745,watch
18,318,1455049328,watch
18,329,1455231677,watch
18,337,1455748833,watch
18,356,1455050112,watch
18,431,1462138790,watch
18,457,1477432493,watch
18,480,1455209811,watch
18,500,1455618095,watch
18,508,1455749987,watch
18,527,1455050006,watch
