ITEM_ID,GENRES,YEAR,CREATION_TIMESTAMP
238,Adventure|Children,1995,1641013200
239,Animation|Children|Comedy|Romance,1995,1641013200
240,Thriller,1995,1641013200
241,Children|Drama,1995,1641013200
242,Drama|Musical,1994,1641013200
243,Children|Comedy|Fantasy,1995,1641013200
246,Documentary,1994,1641013200
247,Crime|Drama,1994,1641013200
248,Comedy,1994,1641013200
249,Drama|Romance,1994,1641013200
250,Children|Comedy,1995,1641013200
251,Action,1995,1641013200
252,Comedy|Romance,1994,1641013200
253,Drama|Horror,1994,1641013200
254,Drama,1995,1641013200
255,Comedy,1995,1641013200
256,Comedy|Sci-Fi,1994,1641013200
257,Mystery|Thriller,1995,1641013200
258,Adventure|Children|Comedy|Fantasy|Romance,1995,1641013200
259,Crime|Drama|Thriller,1995,1641013200
260,Action|Adventure|Sci-Fi,1977,1641013200
261,Drama,1994,1641013200
262,Children|Drama,1995,1641013200
263,Drama,1994,1641013200
265,Drama|Fantasy|Romance,1992,1641013200
266,Drama|Romance|War|Western,1994,1641013200
267,Comedy,1995,1641013200
269,Drama,1993,1641013200
270,Drama|Romance,1994,1641013200
271,Drama,1995,1641013200
272,Comedy|Drama,1994,1641013200
273,Drama|Horror|Sci-Fi,1994,1641013200
274,Comedy,1995,1641013200
275,Comedy,1994,1641013200
276,Comedy|Romance,1994,1641013200
277,Drama,1994,1641013200
278,Comedy,1995,1641013200
279,Drama,1995,1641013200
280,Drama|Thriller,1995,1641013200
281,Comedy|Drama|Romance,1994,1641013200
282,Drama,1994,1641013200
283,Crime|Drama,1995,1641013200
284,Action|Crime,1993,1641013200
285,Drama|Horror,1993,1641013200
287,Comedy|Romance,1994,1641013200
288,Action|Crime|Thriller,1994,1641013200
289,Comedy|Romance,1994,1641013200
290,Crime|Drama,1994,1641013200
291,Drama|Thriller,1996,1641013200
292,Action|Drama|Sci-Fi|Thriller,1995,1641013200
293,Action|Crime|Drama|Thriller,1994,1641013200
294,Comedy|Romance,1995,1641013200
295,Comedy|Romance,1995,1641013200
296,Comedy|Crime|Drama|Thriller,1994,1641013200
298,Drama,1992,1641013200
299,Drama,1994,1641013200
300,Drama,1994,1641013200
301,Drama|Romance,1994,1641013200
302,Drama|Romance,1994,1641013200
303,Action|Thriller|Western,1995,1641013200
304,Comedy|Drama,1995,1641013200
305,Comedy,1994,1641013200
306,Drama,1994,1641013200
307,Drama,1993,1641013200
308,Comedy|Drama,1994,1641013200
310,Comedy,1995,1641013200
311,Horror|Thriller,1994,1641013200
312,Comedy,1995,1641013200
313,Animation|Children,1994,1641013200
314,Children|Drama|Fantasy|Mystery,1994,1641013200
315,Action|Drama|Thriller,1994,1641013200
316,Action|Adventure|Sci-Fi,1994,1641013200
317,Comedy|Drama|Fantasy,1994,1641013200
318,Crime|Drama,1994,1641013200
319,Comedy|Drama|Thriller,1994,1641013200
320,Film-Noir|Thriller,1993,1641013200
321,Drama,1993,1641013200
322,Comedy|Drama,1995,1641013200
324,Comedy|Drama,1994,1641013200
325,Comedy,1995,1641013200
326,Drama,1994,1641013200
327,Action|Comedy|Sci-Fi,1995,1641013200
328,Horror|Thriller,1995,1641013200
329,Adventure|Drama|Sci-Fi,1994,1641013200
330,Action|Crime|Horror,1995,1641013200
331,Drama,1994,1641013200
332,Horror|Sci-Fi,1995,1641013200
333,Comedy,1995,1641013200
334,Drama,1994,1641013200
335,Mystery|Thriller,1995,1641013200
336,Drama|War,1995,1641013200
337,Drama,1993,1641013200
338,Action|Sci-Fi|Thriller,1995,1641013200
339,Comedy|Romance,1995,1641013200
340,Adventure|Drama|War,1994,1641013200
341,Drama,1994,1641013200
342,Comedy,1994,1641013200
343,Children,1995,1641013200
344,Comedy,1994,1641013200
345,Comedy|Drama,1994,1641013200
346,Drama|Musical,1993,1641013200
347,Drama|Film-Noir|Romance,1992,1641013200
348,Comedy,1994,1641013200
349,Action|Crime|Drama|Thriller,1994,1641013200
350,Drama|Mystery|Thriller,1994,1641013200
351,Comedy|Drama|Romance,1994,1641013200
352,Comedy|Drama,1994,1641013200
353,Action|Crime|Fantasy|Thriller,1994,1641013200
354,Drama,1994,1641013200
355,Children|Comedy|Fantasy,1994,1641013200
356,Comedy|Drama|Romance|War,1994,1641013200
357,Comedy|Romance,1994,1641013200
358,Drama,1995,1641013200
359,Comedy|Drama|Romance,1994,1641013200
360,Action|Comedy,1994,1641013200
361,Comedy|Drama|Romance,1994,1641013200
362,Adventure|Children|Romance,1994,1641013200
363,Documentary,1993,1641013200
364,Adventure|Animation|Children|Drama|Musical|IMAX,1994,1641013200
365,Drama,1993,1641013200
366,Drama|Horror|Mystery|Thriller,1994,1641013200
367,Action|Comedy|Crime|Fantasy,1994,1641013200
368,Adventure|Comedy|Western,1994,1641013200
369,Drama,1994,1641013200
370,Action|Comedy,1994,1641013200
371,Comedy|Drama,1994,1641013200
372,Comedy|Drama|Romance,1994,1641013200
373,Thriller,1992,1641013200
374,Children|Comedy,1994,1641013200
376,Action|Thriller,1994,1641013200
377,Action|Romance|Thriller,1994,1641013200
378,Comedy|Romance,1994,1641013200
379,Action|Sci-Fi|Thriller,1994,1641013200
380,Action|Adventure|Comedy|Romance|Thriller,1994,1641013200
381,Drama|Romance,1994,1641013200
382,Drama|Horror|Romance|Thriller,1994,1641013200
383,Western,1994,1641013200
384,Action|Crime|Drama,1995,1641013200
385,Drama,1994,1641013200
386,Drama,1994,1641013200
387,Action|Comedy,1994,1641013200
388,Drama,1995,1641013200
389,Drama|Romance|War,1994,1641013200
390,Action|Crime|Drama,1965,1641013200
391,Crime|Drama,1994,1641013200
393,Action|Adventure|Fantasy,1994,1641013200
405,Action|Fantasy,1994,1641013200
406,Drama,1994,1641013200
407,Horror|Thriller,1995,1641013200
408,Drama,1994,1641013200
409,Crime|Drama,1994,1641013200
410,Children|Comedy|Fantasy,1993,1641013200
412,Drama,1993,1641013200
413,Comedy,1994,1641013200
414,Comedy,1994,1641013200
415,Comedy|Thriller,1993,1641013200
416,Western,1994,1641013200
417,Comedy|Romance,1994,1641013200
418,Drama,1993,1641013200
419,Comedy,1993,1641013200
420,Action|Comedy|Crime|Thriller,1994,1641013200
421,Adventure|Children|Drama,1994,1641013200
422,Thriller,1994,1641013200
423,Action|Thriller,1994,1641013200
424,Drama,1994,1641013200
425,Drama|Romance,1994,1641013200
426,Horror|Sci-Fi|Thriller,1993,1641013200
427,Drama|Mystery|Romance|Thriller,1993,1641013200
428,Drama,1993,1641013200
429,Comedy,1994,1641013200
430,Comedy|Drama,1993,1641013200
431,Crime|Drama,1993,1641013200
432,Adventure|Comedy|Western,1994,1641013200
433,Comedy,1994,1641013200
434,Action|Adventure|Thriller,1993,1641013200
435,Comedy|Sci-Fi,1993,1641013200
436,Drama|Thriller,1994,1641013200
437,Comedy,1994,1641013200
438,Action|Comedy|Drama,1994,1641013200
440,Comedy|Romance,1993,1641013200
441,Comedy,1993,1641013200
442,Action|Adventure|Sci-Fi,1993,1641013200
444,Comedy|Romance,1993,1641013200
445,Comedy,1993,1641013200
446,Drama|Romance,1993,1641013200
448,Drama,1993,1641013200
449,Comedy,1994,1641013200
450,Comedy|Drama,1994,1641013200
451,Drama|Mystery|Romance,1993,1641013200
452,Drama,1994,1641013200
453,Comedy|Romance,1993,1641013200
454,Drama|Thriller,1993,1641013200
455,Adventure|Children|Drama,1993,1641013200
456,Crime|Drama|Thriller,1994,1641013200
457,Thriller,1993,1641013200
458,Drama|Western,1993,1641013200
459,Action|Adventure|Crime|Drama|Romance|Thriller,1994,1641013200
460,Comedy,1994,1641013200
461,Drama|Romance,1994,1641013200
464,Action|Adventure|Crime|Thriller,1993,1641013200
466,Action|Comedy|War,1993,1641013200
467,Comedy,1995,1641013200
468,Comedy|Romance,1995,1641013200
469,Drama|Romance,1993,1641013200
470,Comedy,1994,1641013200
471,Comedy,1994,1641013200
472,Comedy|Drama,1994,1641013200
473,Comedy|War,1994,1641013200
474,Action|Thriller,1993,1641013200
475,Drama,1993,1641013200
476,Comedy|Drama,1994,1641013200
477,Drama|Musical,1993,1641013200
478,Comedy|Crime|Drama,1994,1641013200
479,Action|Crime|Thriller,1993,1641013200
480,Action|Adventure|Sci-Fi|Thriller,1993,1641013200
481,Drama|Thriller,1993,1641013200
482,Crime|Drama|Thriller,1994,1641013200
484,Adventure|Children,1994,1641013200
485,Action|Adventure|Comedy|Fantasy,1993,1641013200
486,Comedy,1993,1641013200
487,Comedy|Western,1994,1641013200
488,Drama|Romance,1993,1641013200
489,Comedy,1993,1641013200
490,Thriller,1993,1641013200
491,Drama,1993,1641013200
492,Comedy|Mystery,1993,1641013200
493,Action|Crime|Drama,1993,1641013200
494,Action|Adventure|Thriller,1996,1641013200
495,Drama,1976,1641013200
496,Comedy|Drama|Romance|Thriller,1994,1641013200
497,Comedy|Romance,1993,1641013200
499,Comedy|Romance,1993,1641013200
500,Comedy|Drama,1993,1641013200
501,Drama,1993,1641013200
502,Action|Children|Romance,1994,1641013200
504,Action|Drama|Sci-Fi,1994,1641013200
505,Comedy,1994,1641013200
506,Drama|Fantasy|Romance,1992,1641013200
507,Crime|Drama|Thriller,1993,1641013200
508,Drama,1993,1641013200
509,Drama|Romance,1993,1641013200
510,Drama,1993,1641013200
511,Action|Drama,1993,1641013200
512,Horror|Sci-Fi,1994,1641013200
513,Comedy|Mystery|Romance,1994,1641013200
514,Comedy,1994,1641013200
515,Drama|Romance,1993,1641013200
516,Comedy|Drama,1994,1641013200
517,Action|Drama|Mystery,1993,1641013200
518,Comedy,1994,1641013200
519,Action|Crime|Drama|Sci-Fi|Thriller,1993,1641013200
520,Comedy,1993,1641013200
521,Crime|Thriller,1993,1641013200
522,Action|Drama,1992,1641013200
523,Drama,1993,1641013200
524,Drama,1993,1641013200
526,Drama,1992,1641013200
527,Drama|War,1993,1641013200
528,Comedy|Drama,1994,1641013200
529,Drama,1993,1641013200
531,Children|Drama,1993,1641013200
532,Comedy|Crime|Horror,1994,1641013200
533,Action|Adventure|Fantasy|Mystery,1994,1641013200
534,Drama|Romance,1993,1641013200
535,Drama,1993,1641013200
536,Drama,1994,1641013200
537,Drama,1994,1641013200
538,Drama,1993,1641013200
539,Comedy|Drama|Romance,1993,1641013200
540,Thriller,1993,1641013200
541,Action|Sci-Fi|Thriller,1982,1641013200
542,Comedy|Drama|Romance,1993,1641013200
543,Comedy|Romance|Thriller,1993,1641013200
544,Action|Crime,1993,1641013200
546,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,1993,1641013200
547,Action|Adventure|Thriller,1994,1641013200
548,Action|Mystery|Thriller,1994,1641013200
549,Drama|Musical,1993,1641013200
550,Comedy|Romance,1994,1641013200
551,Animation|Children|Fantasy|Musical,1993,1641013200
552,Action|Adventure|Comedy|Romance,1993,1641013200
553,Action|Drama|Western,1993,1641013200
555,Crime|Thriller,1993,1641013200
556,Documentary,1993,1641013200
558,Action|Adventure|Animation|Children|Fantasy,1994,1641013200
562,Comedy|Drama,1995,1641013200
563,Drama|Romance,1993,1641013200
564,Comedy,1994,1641013200
567,Comedy|Drama,1993,1641013200
568,Comedy|Drama,1993,1641013200
569,Comedy|Drama,1994,1641013200
573,Drama,1992,1641013200
574,Comedy|Drama,1994,1641013200
575,Children|Comedy,1994,1641013200
577,Adventure|Children|Drama,1994,1641013200
579,Crime|Thriller,1993,1641013200
580,Drama,1994,1641013200
581,Documentary,1995,1641013200
583,Comedy|Drama,1994,1641013200
585,Comedy,1995,1641013200
586,Children|Comedy,1990,1641013200
587,Comedy|Drama|Fantasy|Romance|Thriller,1990,1641013200
588,Adventure|Animation|Children|Comedy|Musical,1992,1641013200
589,Action|Sci-Fi,1991,1641013200
590,Adventure|Drama|Western,1990,1641013200
592,Action|Crime|Thriller,1989,1641013200
593,Crime|Horror|Thriller,1991,1641013200
594,Animation|Children|Drama|Fantasy|Musical,1937,1641013200
595,Animation|Children|Fantasy|Musical|Romance|IMAX,1991,1641013200
596,Animation|Children|Fantasy|Musical,1940,1641013200
597,Comedy|Romance,1990,1641013200
599,Adventure|Western,1969,1641013200
600,Action|Comedy|Crime,1994,1641013200
602,Documentary,1994,1641013200
605,Drama|Romance,1996,1641013200
606,Fantasy|Horror,1995,1641013200
608,Comedy|Crime|Drama|Thriller,1996,1641013200
609,Adventure|Children,1996,1641013200
610,Action|Adventure|Animation|Horror|Sci-Fi,1981,1641013200
611,Action|Horror|Sci-Fi,1996,1641013200
612,Comedy,1996,1641013200
613,Drama|Romance,1996,1641013200
615,Comedy|Drama,1973,1641013200
616,Animation|Children,1970,1641013200
617,Comedy|Drama,1995,1641013200
618,Comedy|Romance,1995,1641013200
619,Comedy,1996,1641013200
626,Comedy,1996,1641013200
627,Drama|Thriller,1995,1641013200
628,Crime|Drama|Mystery|Thriller,1996,1641013200
631,Adventure|Animation|Children|Fantasy|Musical|Romance,1996,1641013200
632,Drama|War,1995,1641013200
633,Comedy,1995,1641013200
634,Comedy,1995,1641013200
635,Comedy|Drama,1996,1641013200
636,Drama,1995,1641013200
637,Comedy,1996,1641013200
638,Romance,1995,1641013200
639,Comedy|Drama,1996,1641013200
640,Drama|Thriller,1996,1641013200
645,Drama,1995,1641013200
647,Action|Crime|Drama|War,1996,1641013200
648,Action|Adventure|Mystery|Thriller,1996,1641013200
649,Comedy|Drama,1995,1641013200
650,Drama,1996,1641013200
653,Action|Adventure|Fantasy,1996,1641013200
656,Comedy,1996,1641013200
661,Adventure|Animation|Children|Fantasy|Musical,1996,1641013200
662,Thriller,1996,1641013200
663,Comedy,1996,1641013200
665,Comedy|Drama|War,1995,1641013200
667,Action,1996,1641013200
668,Drama,1955,1641013200
670,Drama,1959,1641013200
671,Comedy|Sci-Fi,1996,1641013200
673,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,1996,1641013200
674,Adventure|Comedy|Sci-Fi,1968,1641013200
678,Drama|Thriller,1993,1641013200
679,Drama,1995,1641013200
680,Drama|Mystery|Romance|Sci-Fi|Thriller,1965,1641013200
685,Drama,1996,1641013200
688,Action|Adventure|Comedy|War,1995,1641013200
691,Comedy|Romance,1996,1641013200
692,Action|Sci-Fi|Thriller,1996,1641013200
694,Action|Crime|Drama,1996,1641013200
695,Mystery|Thriller,1996,1641013200
697,Drama|Romance,1996,1641013200
698,Drama,1995,1641013200
700,Comedy,1995,1641013200
703,Drama,1996,1641013200
704,Action|Adventure,1996,1641013200
706,Drama,1996,1641013200
707,Crime|Drama|Thriller,1996,1641013200
708,Comedy|Romance,1996,1641013200
709,Adventure|Animation|Children|Comedy|Musical,1988,1641013200
710,Comedy,1996,1641013200
711,Adventure|Children,1996,1641013200
714,Drama|Mystery|Western,1995,1641013200
715,Drama|Romance,1995,1641013200
718,Comedy|Fantasy|Sci-Fi,1993,1641013200
719,Comedy,1996,1641013200
720,Adventure|Animation|Comedy,1996,1641013200
722,Documentary,1996,1641013200
724,Drama|Fantasy|Horror|Thriller,1996,1641013200
725,Comedy,1996,1641013200
726,Drama,1996,1641013200
728,Comedy,1995,1641013200
731,Crime|Thriller,1996,1641013200
733,Action|Adventure|Thriller,1996,1641013200
735,Horror,1994,1641013200
736,Action|Adventure|Romance|Thriller,1996,1641013200
737,Action|Sci-Fi,1996,1641013200
741,Animation|Sci-Fi,1995,1641013200
742,Horror|Thriller,1996,1641013200
743,Comedy,1996,1641013200
745,Animation|Children|Comedy,1995,1641013200
747,Comedy,1996,1641013200
748,Action|Sci-Fi|Thriller,1996,1641013200
750,Comedy|War,1964,1641013200
757,Drama,1994,1641013200
759,Documentary,1994,1641013200
760,Drama|War,1993,1641013200
761,Action|Adventure,1996,1641013200
762,Comedy|Crime,1996,1641013200
764,Drama|Romance,1995,1641013200
765,Comedy|Drama,1996,1641013200
766,Drama,1996,1641013200
773,Drama,1973,1641013200
775,Horror|Mystery,1968,1641013200
778,Comedy|Crime|Drama,1996,1641013200
779,Drama|Romance,1997,1641013200
780,Action|Adventure|Sci-Fi|Thriller,1996,1641013200
781,Drama,1996,1641013200
782,Drama|Thriller,1996,1641013200
783,Animation|Children|Drama|Musical|Romance,1996,1641013200
784,Comedy|Thriller,1996,1641013200
785,Comedy,1996,1641013200
786,Action|Drama|Thriller,1996,1641013200
788,Comedy|Fantasy|Romance|Sci-Fi,1996,1641013200
790,Drama,1994,1641013200
791,Documentary,1994,1641013200
795,Drama,1994,1641013200
798,Action|Adventure|Drama|Thriller,1996,1641013200
799,Comedy|Horror|Thriller,1996,1641013200
800,Drama|Mystery|Western,1996,1641013200
801,Children|Comedy,1996,1641013200
802,Drama|Romance,1996,1641013200
803,Comedy|Drama|Romance,1996,1641013200
804,Comedy|Romance,1996,1641013200
805,Drama|Thriller,1996,1641013200
806,Crime|Drama,1996,1641013200
808,Adventure|Children,1996,1641013200
809,Action|Adventure,1996,1641013200
810,Children|Comedy|Fantasy,1996,1641013200
813,Comedy,1996,1641013200
818,Comedy,1996,1641013200
823,Drama,1967,1641013200
824,Drama|Mystery,1993,1641013200
828,Adventure|Children,1996,1641013200
829,Comedy|Fantasy|Musical,1996,1641013200
830,Comedy,1996,1641013200
832,Crime|Thriller,1996,1641013200
833,Comedy,1996,1641013200
835,Drama,1996,1641013200
836,Action|Adventure|Thriller,1996,1641013200
837,Children|Comedy|Fantasy,1996,1641013200
838,Comedy|Drama|Romance,1996,1641013200
839,Action|Thriller,1996,1641013200
840,Children|Comedy,1996,1641013200
841,Horror,1959,1641013200
842,Comedy|Horror,1996,1641013200
848,Drama,1996,1641013200
849,Action|Adventure|Sci-Fi|Thriller,1996,1641013200
851,Drama,1996,1641013200
852,Comedy|Drama|Romance,1996,1641013200
858,Crime|Drama,1972,1641013200
861,Action|Comedy|Crime|Thriller,1992,1641013200
866,Crime|Drama|Romance|Thriller,1996,1641013200
867,Comedy|Crime,1996,1641013200
869,Crime|Drama|Musical|Thriller,1996,1641013200
870,Comedy,1997,1641013200
875,Action|Crime|Drama,1994,1641013200
876,Action|Comedy|Crime|Thriller,1993,1641013200
879,Horror|Thriller,1997,1641013200
880,Sci-Fi|Thriller,1996,1641013200
881,Children|Comedy,1996,1641013200
882,Drama|Thriller,1996,1641013200
885,Children|Drama|Fantasy,1996,1641013200
886,Action|Comedy|Crime,1996,1641013200
888,Adventure|Animation|Children|Musical,1995,1641013200
889,Drama|Romance,1994,1641013200
891,Horror|Thriller,1995,1641013200
892,Comedy|Drama|Romance,1996,1641013200
893,Drama,1996,1641013200
896,Drama,1994,1641013200
897,Adventure|Drama|Romance|War,1943,1641013200
898,Comedy|Drama|Romance,1940,1641013200
899,Comedy|Musical|Romance,1952,1641013200
900,Musical|Romance,1951,1641013200
901,Comedy|Musical,1957,1641013200
902,Drama|Romance,1961,1641013200
903,Drama|Mystery|Romance|Thriller,1958,1641013200
904,Mystery|Thriller,1954,1641013200
905,Comedy|Romance,1934,1641013200
906,Drama|Thriller,1944,1641013200
907,Comedy|Musical|Romance,1934,1641013200
908,Action|Adventure|Mystery|Romance|Thriller,1959,1641013200
909,Comedy|Drama|Romance,1960,1641013200
910,Comedy|Crime,1959,1641013200
911,Comedy|Crime|Mystery|Romance|Thriller,1963,1641013200
912,Drama|Romance,1942,1641013200
913,Film-Noir|Mystery,1941,1641013200
914,Comedy|Drama|Musical|Romance,1964,1641013200
915,Comedy|Romance,1954,1641013200
916,Comedy|Drama|Romance,1953,1641013200
917,Children|Drama,1939,1641013200
918,Musical,1944,1641013200
919,Adventure|Children|Fantasy|Musical,1939,1641013200
920,Drama|Romance|War,1939,1641013200
921,Comedy,1982,1641013200
922,Drama|Film-Noir|Romance,1950,1641013200
923,Drama|Mystery,1941,1641013200
924,Adventure|Drama|Sci-Fi,1968,1641013200
926,Drama,1950,1641013200
927,Comedy,1939,1641013200
928,Drama|Mystery|Romance|Thriller,1940,1641013200
